"영문명","한글명","국가명_영문","국가명_한글","지역","주_영문","주_한글","도시명_영문","도시명_한글","홈페이지"
"Republic Airport","리퍼블릭 공항","United States","미국","북미캐나다","New York","뉴욕","East Farmingdale","이스트 파밍데일",""
"Reynolds Municipal Airport","레이놀즈 시공항","United States","미국","북미캐나다","Michigan","미시간","Jackson","잭슨","www.co.jackson.mi.us/airport"
"Richmond International Airport","리치먼드 국제공항","United States","미국","북미캐나다","Virginia","버지니아","Richmond","리치먼드","www.flyrichmond.com/"
"Rick Husband Amarillo International Airport","릭 허즈밴드 애머릴로 국제공항","United States","미국","북미","Texas","텍사스","Amarillo","애머릴로","www.transtats.bts.gov/airports.asp?pn=1&Airport=AMA&Airport_Name=Amarillo,%20TX:%20Amarillo%20Airport&carrier=FACTS"
"Rickenbacker Airport","리켄배커 공항","United States","미국","북미캐나다","Ohio","오하이오","Columbus","콜럼버스","www.columbusairports.com"
"Roanoke Regional Airport / Woodrum Field","로어노크 지역공항 (우드럼 필드 )","United States","미국","북미캐나다","Virginia","버지니아","Roanoke","로어노크","www.roanokeairport.com/"
"Rogue Valley International-Medford Airport","로그 밸리 국제공항 ( 메드퍼드 공항)","United States","미국","북미캐나다","Oregon","오리건","Medford","메드퍼드","www.co.jackson.or.us/SectionIndex.asp?SectionID=5"
"Sacramento International Airport","새크라멘토 국제공항","United States","미국","북미캐나다","California","캘리포니아","Sacramento","새크라멘토","www.sacairports.org/"
"Saginaw Tri-City Airport","새기노 트라이시티 공항","United States","미국","북미캐나다","Michigan","미시간","Saginaw","새기노","www.mbsairport.org"
"Salt Lake City International Airport","솔트레이크 시티 국제공항","United States","미국","북미캐나다","Utah","유타","Salt Lake City","솔트레이크 시티","www.slcairport.com"
"San Antonio International Airport","샌안토니오 국제공항","United States","미국","북미캐나다","Texas","텍사스","San Antonio","샌안토니오","www.sanantonio.gov/airport"
"San Diego International Airport (Lindbergh Field)","샌디에이고 국제공항 (린드버그 필드)","United States","미국","북미캐나다","California","캘리포니아","San Diego","샌디에고","www.san.org/"
"San Francisco International Airport","산프란시스코 국제공항","United States","미국","북미캐나다","California","캘리포니아","San Francisco San Mateo County","샌프란시스코 산 마테오 카운티","www.flysfo.com"
"San Luis County Regional Airport","산 루이스 오비스포 카운티 지역공항","United States","미국","북미캐나다","California","캘리포니아","San Luis Obispo","산 루이스 오비스포",""
"San Luis Valley Regional Airport","샌 루이스 밸리 지역공항","United States","미국","북미캐나다","Colorado","콜로라도","Alamosa","앨라모사",""
"Sanford International Airport","샌포드 국제공항","United States","미국","북미캐나다","Florida","플로리다","Orlando","올랜도","www.orlandosanfordairport.com"
"Santa Barbara Municipal Airport","산타바바라 시공항","United States","미국","북미캐나다","California","캘리포니아","Santa Barbara","산타바바라","www.flysba.com/"
"Santa Maria Public Airport (Capt. G. Allan Hancock Field)","산타마리아 퍼블릭 공항 (캡틴 알랜 핸콕 공항)","United States","미국","북미캐나다","California","캘리포니아","Santa Maria","산타마리아",""
"Sarasota-Bradenton International Airport","새러소타 브레이든턴 국제공항","United States","미국","북미캐나다","Florida","플로리다","Sarasota","새러소타","www.srq-airport.com"
"Savannah / Hilton Head Airport","서배너 힐튼 헤드 공항","United States","미국","북미캐나다","Georgia","조지아","Savannah","서배너","www.savannahairport.com/"
"Scholes International Airport","스콜스 국제공항","United States","미국","북미","Texas","텍사스","Galveston","갤버스턴","www.galvestonairport.com/"
"Searcy Field Airport","서시 필드 공항","United States","미국","북미캐나다","Oklahoma","오클라호마","Stillwater","스틸워터",""
"Seattle Tacoma International Airport","시애틀 타코마 국제공항","United States","미국","북미캐나다","Washington","워싱턴","Seattle","시애틀","www.portseattle.org/seatac/"
"Shenandoah Valley Airport","쉐넌도허 밸리 공항","United States","미국","북미캐나다","Virginia","버지니아","Staunton","스턴튼","www.flyshd.com"
"Shreveport Regional Airport","슈리브포트 공항","United States","미국","북미캐나다","Louisiana","루이지애나","Shreveport","슈리브포트","www.flyshreveport.com"
"Sioux Falls Regional Airport (Joe Foss Field)","수폴스 지역공항 (조 포씨 필드)","United States","미국","북미캐나다","South Dakota","사우스다코타","Sioux Falls","수폴스","www.sfairport.com/"
"Sioux Gateway Airport","슈 게이트웨이 공항","United States","미국","북미캐나다","Iowa","아이오와","Sioux City","수시티","www.flysiouxgateway.com"
"Sloulin Field International Airport","슬루렌 국제공항","United States","미국","북미캐나다","North Dakota","노스다코타","Williston","윌리스턴",""
"Sonoma County Airport","새노마 카운티 공항","United States","미국","북미캐나다","California","캘리포니아","Santa Rosa","산타로사","www.sonomacountyairport.org"
"South Bend Regional Airport","사우스벤드 공항","United States","미국","북미","Indiana","인디애나","South Bend","사우스벤드","www.flysbn.com/"
"Southern Illinois Airport","서던 일리노이스 공항","United States","미국","북미캐나다","Illinois","일리노이","Carbondale","카번데일","www.SIAirport.com"
"Southern Wisconsin Regional Airport","서던 위스콘신 지역공항","United States","미국","북미캐나다","Wisconsin","위스콘신","Janesville","제인스빌",""
"Southwest Florida Regional Airport","사우스웨스트 플로리다 지역공항","United States","미국","북미캐나다","Florida","플로리다","Fort Myers","포트마이어스","www.flylcpa.com/"
"Southwest Georgia Regional Airport","사우스웨스트 조지아 공항","United States","미국","북미캐나다","Georgia","조지아","Albany","올버니",""
"Spencer Municipal Airport","스펜서 시공항","United States","미국","북미캐나다","Iowa","아이오와","Spencer","스펜서",""
"Spokane International Airport","스포캔 국제공항","United States","미국","북미캐나다","Washington","워싱턴","Spokane","스포캔","www.spokaneairports.net"
"Springfield-Branson National Airport","스프링필드 브랜슨 공항","United States","미국","북미캐나다","Missouri","미주리","Springfield","스프링필드","www.sgf-branson-airport.com"
"St Cloud Municipal Airport","세인트 클라우드 시공항","United States","미국","북미캐나다","Minnesota","미네소타","St Cloud","세인트 클라우드",""
"St. Lucie County International Airport","세인트 루시 카운티 국제공항","United States","미국","북미캐나다","Florida","플로리다","Fort Pierce","포트피어스","www.stlucieco.gov/airport/index.htm"
"Stallings Field Airport","스톨링즈 필드 공항","United States","미국","북미캐나다","North Carolina","노스캐롤라이나","Kinston","킹스턴","www.jetkinston.com"
"Standiford Field Airport (Louisville International)","스탠디포드 필드 공항 (루이스빌 국제공항)","United States","미국","북미캐나다","Kentucky","켄터키","Louisville","루이스빌","www.flylouisville.com"
"Stefan Memorial Airport","칼 스테픈 미모리얼 공항","United States","미국","북미캐나다","Nebraska","네브래스카","Norfolk / Omaha","노퍽 / 오마하",""
"Stewart Airport","스튜어트 공항","United States","미국","북미캐나다","New York","뉴욕","Newburgh","뉴버그","www.stewartintlairport.com/CommutingTravel/airports/html/stewart.html"
"Stinson Municipal Airport","스틴슨 시공항","United States","미국","북미캐나다","Texas","텍사스","San Antonio","샌안토니오","www.ci.keene.nh.us/airport/"
"Sugar Land Municipal Airport","슈거 랜드 시공항","United States","미국","북미캐나다","Texas","텍사스","Houston","휴스턴",""
"Tallahassee Regional Airport","탤러해시 지역공항","United States","미국","북미캐나다","Florida","플로리다","Tallahassee","탤러해시","www.talgov.com/airport/index.cfm"
"Tampa International Airport","탬파 국제공항","United States","미국","북미캐나다","Florida","플로리다","Tampa","탬파","www.tampaairport.com/"
"Ted Stevens International Airport (Anchorage International)","테드 스티븐스 국제공항 (앵커리지 국제공항)","United States","미국","북미캐나다","Alaska","알래스카","Anchorage","앵커리지","www.anchorageairport.com/"
"The Eastern Iowa Airport (Cedar Rapids Airport)","이스턴 아이오와 공항 (시더 래피즈 공항)","United States","미국","북미캐나다","Iowa","아이오와","Cedar Rapids","세다르라피즈","www.eiairport.org/"
"Thomasville Airport","토마스빌 공항","United States","미국","북미캐나다","Georgia","조지아","Moultrie","몰트리",""
"Toledo Express Airport","톨레도 익스프레스 공항","United States","미국","북미캐나다","Ohio","오하이오","Toledo","톨레도","toledoexpress.com/"
"Tompkins County Airport","톰킨스 카운티 공항","United States","미국","북미캐나다","New York","뉴욕","Ithaca","이타카","www.ithaca-airport.com"
"Tri-Cities Airport","트라이시티즈 공항","United States","미국","북미캐나다","Washington","워싱턴","Pasco","패스코",""
"Tri-Cities Regional Airport","트라이시티 지역공항","United States","미국","북미캐나다","Tennessee","테네시","Tri-Cities","트라이시티","triflight.com/"
"Tucson International Airport","투손 국제공항","United States","미국","북미캐나다","Arizona","애리조나","Tucson","투손","www.tucsonairport.org/"
"Tulsa International Airport","털사 국제공항","United States","미국","북미캐나다","Oklahoma","오클라호마","Tulsa","털사","www.tulsaairports.com"
"University - Oxford Airport","유니버시티 옥스퍼드  공항","United States","미국","북미캐나다","Mississippi","미시시피","Oxford","옥스퍼드",""
"Valley International Airport","밸리 국제공항","United States","미국","북미캐나다","Texas","텍사스","Harlingen","할린전","www.flythevalley.com"
"Vermilion County Airport","버밀런 카운티 공항","United States","미국","북미캐나다","Illinois","일리노이","Danville","댄빌",""
